dep_code,dep_nom,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
11,AUDE,32 989,31 866,29 877,28 656,28 311,25 979,25 183,24 365,24 235,23 317,21 997,22 063,20 441,19 690,19 619,18 651,18 701,19 053,17 983,16 571,14 045,11 524,10 211,9 429,7 093,6 456,5 456,5 456,6 085,5 765,5 284,4 651,4 651,5 645,5 007,6 865,6 865,6 865,6 511,6 464,5 261,6 178,6 082,6 358,6 158,5 510,5 510,5 242,5 242,5 242,5 242,5 242,5 242,5 548,5 548,5 474,5 474,5 474,5 605
12,AVEYRON,12 480,12 494,11 805,11 204,10 246,9 786,8 944,8 341,8 341,8 161,7 757,7 757,7 550,7 025,7 078,6 251,6 605,6 450,6 536,6 608,6 591,6 037,5 211,4 904,5 154,5 304,4 544,4 544,3 899,3 899,3 649,4 051,4 082,4 119,4 034,4 277,4 277,4 334,4 359,4 400,4 630,4 630,4 241,4 241,4 241,4 329,4 329,4 689,4 783,4 783,4 783,4 783,4 783,4 783,4 881,4 852,4 934,4 934,4 934
13,BOUCHES-DU-RHONE,90 269,81 120,77 995,75 241,69 435,65 989,62 512,59 923,56 888,53 505,48 775,45 785,43 378,42 297,39 977,35 591,35 505,35 796,36 801,33 744,35 841,34 888,30 974,30 243,29 971,28 771,26 901,29 021,26 923,27 738,24 014,32 688,34 379,31 559,28 042,27 251,26 751,26 900,28 037,27 521,27 158,27 008,25 208,25 132,25 037,24 827,25 067,26 532,27 016,29 358,30 237,30 087,30 288,31 841,31 265,32 775,32 810,32 654,32 150
14,CALVADOS,27 741,26 318,24 647,23 014,23 407,22 164,21 362,20 845,20 759,20 320,20 879,20 456,19 646,20 251,20 055,19 735,18 901,18 675,19 193,19 445,19 149,17 329,17 137,16 506,16 256,15 920,14 613,13 878,14 197,14 884,14 905,15 085,17 173,17 161,16 710,16 286,15 868,16 144,15 919,13 959,14 017,14 017,14 017,14 060,14 060,14 060,14 060,14 324,14 324,14 324,14 324,13 833,13 833,13 833,13 833,13 792,13 792,13 868,13 433
15,CANTAL,4 531,4 298,4 388,4 678,4 678,4 878,4 096,4 010,4 010,4 010,3 408,3 408,3 050,2 800,3 146,3 862,4 265,4 342,4 412,4 552,4 014,3 014,3 014,2 694,2 882,2 773,2 403,2 203,2 203,2 203,1 947,1 947,2 203,2 203,2 203,2 203,2 203,2 118,2 114,2 063,2 063,2 063,2 063,2 063,2 063,2 063,2 063,2 063,2 064,2 297,2 297,2 297,2 297,2 297,2 297,2 297,2 297,2 297,2 297
16,CHARENTE,14 347,13 207,12 997,12 391,11 893,11 812,10 933,10 789,10 019,10 227,9 821,9 867,9 429,8 912,9 062,8 946,8 768,9 219,9 466,9 642,8 027,6 632,5 406,5 437,5 437,5 665,5 849,4 979,4 979,5 529,6 761,4 263,4 394,4 417,4 517,4 532,5 198,5 198,5 171,4 867,4 867,4 867,4 685,4 924,4 924,4 924,4 450,4 450,4 450,5 323,5 323,5 323,5 328,5 328,6 576,5 614,5 614,5 614,5 637
17,CHARENTE-MARITIME,36 418,35 390,34 530,34 178,34 175,31 663,31 091,30 070,29 142,28 537,26 319,27 157,27 151,25 465,24 289,22 491,22 864,21 191,19 972,19 657,18 833,19 126,16 849,15 524,13 867,15 447,14 367,14 244,14 459,15 293,16 014,16 181,15 801,14 622,14 622,14 636,14 364,14 462,14 347,13 694,15 141,14 282,14 220,13 769,14 154,13 639,13 639,13 339,13 468,14 154,14 296,14 414,14 743,14 326,13 877,13 385,13 467,13 208,13 208
18,CHER,12 102,10 907,11 675,11 344,11 346,10 100,10 250,10 432,10 267,9 613,9 470,9 220,8 386,8 074,8 137,7 147,7 147,7 300,7 289,7 289,6 789,6 095,5 792,5 985,5 727,5 678,5 544,5 544,5 544,5 544,5 344,5 344,5 170,3 986,4 793,4 198,4 815,4 902,3 813,5 426,4 722,5 086,4 722,4 722,4 722,4 722,4 722,4 722,4 722,4 722,4 722,4 722,4 722,4 722,4 612,4 785,4 785,4 785,4 699
19,CORREZE,9 156,9 406,8 191,7 680,7 685,7 885,7 625,7 610,7 233,6 783,6 799,6 599,6 049,6 049,5 825,4 875,5 554,5 594,5 560,5 604,5 316,5 590,5 270,5 394,4 550,4 550,4 368,4 250,4 250,4 250,4 250,4 250,4 250,4 250,4 250,4 309,4 937,4 707,4 707,4 617,4 617,4 617,4 617,4 617,4 617,4 617,4 617,4 617,4 617,4 678,4 678,4 679,4 679,4 679,4 679,4 679,4 697,4 697,4 697
2A,CORSE-DU-SUD,3 243,3 246,3 409,3 409,3 414,3 387,3 849,3 510,3 510,3 553,3 858,3 952,3 908,4 127,3 804,4 132,4 482,4 813,4 585,4 609,4 803,4 859,4 642,4 530,4 491,4 686,3 840,3 840,3 768,4 062,3 934,3 868,3 868,3 934,3 934,3 784,4 084,3 784,4 208,3 614,3 614,3 614,3 842,4 140,4 140,4 069,4 069,4 001,5 448,5 477,5 574,4 564,3 970,4 589,3 425,3 970,4 275,4 872,4 872
2B,HAUTE-CORSE,3 418,3 421,3 593,3 593,3 598,3 571,4 057,3 701,3 701,3 745,4 067,4 166,4 120,4 351,4 010,4 355,4 725,5 073,4 833,4 858,5 064,5 123,4 893,4 775,4 734,4 939,4 512,4 412,4 282,4 282,3 732,3 972,3 972,3 732,3 435,2 835,3 108,3 108,3 108,2 883,2 883,2 883,2 883,2 883,2 883,2 883,2 139,2 139,2 139,2 438,2 438,2 712,2 712,2 712,2 712,2 712,2 712,2 512,2 213
21,COTE-D'OR,14 585,12 891,12 899,12 859,12 892,12 012,11 740,11 577,11 893,11 577,11 637,11 529,11 208,10 879,10 230,11 890,11 923,12 368,12 160,11 866,11 534,9 345,8 829,8 569,8 569,8 477,7 327,7 492,7 492,7 162,7 258,7 252,7 239,9 630,9 530,9 266,9 266,8 447,8 447,8 472,8 472,8 919,9 400,9 400,9 203,9 109,8 616,8 813,8 813,8 813,8 813,8 813,8 813,8 813,7 879,7 878,9 149,9 149,9 217
22,COTES-D'ARMOR,17 828,17 292,16 200,16 198,16 210,15 373,14 099,14 056,14 066,13 815,13 706,13 706,13 654,13 603,13 362,12 793,13 278,12 734,13 835,13 453,13 822,13 100,12 059,11 128,10 702,9 826,8 920,8 719,8 719,8 794,9 361,9 066,9 363,9 007,9 086,9 087,8 434,8 434,10 134,8 335,8 127,8 536,8 536,8 536,8 536,8 703,8 703,8 703,8 703,8 785,9 286,8 998,8 904,8 904,8 990,8 990,8 990,8 925,8 745
23,CREUSE,4 097,3 585,3 325,3 050,2 558,2 558,2 558,2 589,2 589,2 197,2 197,2 172,2 172,2 172,2 172,2 292,2 569,2 549,3 162,3 195,3 287,3 206,3 206,3 360,3 360,3 360,3 345,3 345,2 680,2 421,2 221,2 221,2 126,2 126,2 126,2 126,2 126,2 126,2 126,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950,1 950
24,DORDOGNE,14 885,14 450,13 506,12 961,12 562,12 577,12 379,11 454,11 330,11 350,10 615,10 618,10 617,11 039,10 744,9 940,8 781,8 791,9 320,7 248,6 800,6 668,6 048,4 798,4 720,4 360,4 177,4 177,4 177,4 177,4 177,4 345,4 525,4 690,4 690,5 138,5 138,5 279,5 269,5 971,5 971,5 971,5 971,6 180,5 971,5 971,5 971,5 971,6 111,6 208,6 313,6 326,6 389,6 392,6 330,6 330,6 330,6 330,6 330
25,DOUBS,24 001,22 367,21 381,20 461,20 340,19 905,19 703,18 697,18 335,18 335,17 602,15 952,15 129,14 716,14 900,13 940,14 968,15 500,15 063,13 336,12 128,11 047,10 459,9 974,9 060,9 000,8 395,8 395,8 395,8 285,7 993,7 682,7 618,7 448,9 173,8 946,8 946,9 466,9 051,9 989,8 876,8 876,9 000,9 000,9 000,9 000,9 000,9 329,9 329,9 845,9 871,9 845,9 855,9 855,9 855,9 855,9 855,9 664,9 664
26,DROME,15 478,14 828,13 321,13 001,12 627,11 753,11 746,11 746,11 358,11 358,11 487,10 118,9 906,8 183,8 762,8 669,10 578,10 764,11 605,11 144,10 898,10 734,10 646,9 222,9 212,9 204,7 778,7 778,7 678,8 684,8 604,8 604,8 094,7 456,10 112,9 644,9 563,9 989,9 944,9 543,9 639,9 639,8 704,8 640,9 075,9 075,8 640,8 640,8 640,9 127,9 077,9 092,8 947,8 922,8 922,8 922,9 357,8 915,8 782
27,EURE,17 521,17 083,16 202,15 162,14 725,14 499,12 589,12 589,12 464,11 871,11 935,11 512,11 512,10 054,9 754,9 057,9 336,9 170,8 214,7 880,8 010,7 386,6 384,5 668,5 524,5 004,5 259,5 259,5 259,5 259,5 431,5 431,5 157,5 372,5 372,6 535,6 535,6 315,6 628,6 637,6 637,6 972,7 172,7 172,6 972,6 716,6 716,6 716,6 716,7 095,6 750,7 129,7 129,6 982,6 982,6 627,6 997,6 997,7 373
28,EURE-ET-LOIR,15 422,13 469,12 974,12 727,12 846,12 779,12 679,11 413,10 341,9 428,9 132,9 297,9 297,8 819,8 819,8 748,7 828,8 106,7 544,7 264,7 318,6 280,6 266,5 165,4 296,4 296,3 923,3 923,4 135,4 361,4 355,4 355,4 346,4 346,4 346,4 346,4 346,4 346,4 169,3 709,3 434,3 434,6 135,5 356,5 617,5 617,5 617,5 617,5 417,5 417,5 417,5 578,5 562,5 562,5 562,5 562,5 557,5 557,5 557
29,FINISTERE,39 946,36 128,33 869,33 499,31 684,28 672,29 301,29 531,28 265,29 110,29 050,28 337,25 661,24 985,24 985,23 405,24 564,24 034,23 006,22 870,22 434,19 752,20 283,18 075,17 255,17 154,15 914,15 752,15 914,16 169,16 221,16 312,16 665,16 665,16 616,16 917,15 848,15 738,15 604,16 163,15 323,15 341,16 397,15 763,15 273,15 323,16 401,16 181,16 181,16 116,16 181,15 965,15 919,16 384,15 284,15 045,15 045,15 046,15 802
30,GARD,30 446,29 558,27 394,24 987,24 043,23 421,20 830,20 261,19 390,16 648,16 344,16 039,15 960,15 791,14 645,14 460,15 414,15 802,16 576,15 533,14 955,13 282,13 046,10 699,9 290,9 345,7 942,7 366,7 942,8 107,7 001,7 037,7 252,7 347,9 913,11 580,11 212,8 950,8 554,7 431,7 060,7 431,7 431,7 431,7 431,7 431,7 431,7 431,7 628,7 754,7 667,9 271,9 392,9 379,8 915,8 915,8 915,8 915,8 915
31,HAUTE-GARONNE,30 606,29 163,26 939,26 399,25 929,25 087,24 241,24 560,24 794,23 557,21 814,21 991,18 835,17 955,16 755,17 273,17 311,17 805,16 894,16 621,16 776,15 765,16 345,14 936,13 817,12 905,12 019,12 256,12 718,12 046,14 633,17 614,17 283,15 982,16 361,16 409,16 260,18 376,18 344,18 098,18 218,18 337,18 737,19 028,19 428,19 629,19 629,20 608,20 661,20 907,22 312,22 073,22 522,22 552,20 856,22 559,22 564,22 764,22 763
32,GERS,8 192,7 896,8 019,8 019,7 731,7 435,7 085,7 085,6 835,6 835,6 786,6 746,6 577,6 479,6 032,5 632,5 520,5 137,5 338,5 118,5 354,4 954,4 851,4 926,4 379,4 629,3 996,3 996,3 996,3 981,3 730,3 730,3 410,3 390,3 516,3 579,3 579,3 579,3 516,3 113,3 113,3 113,3 113,3 113,3 113,3 210,3 441,3 441,3 441,3 583,3 441,3 583,3 595,3 595,3 595,3 591,3 591,3 694,3 694
33,GIRONDE,54 438,51 208,48 593,45 422,44 320,42 849,41 274,40 632,40 118,36 555,34 097,32 889,32 763,33 323,31 981,29 982,28 113,28 491,28 752,28 693,30 408,29 567,26 811,26 410,26 169,26 411,23 893,22 459,22 338,22 692,21 431,24 854,26 406,29 102,29 349,29 568,31 861,31 837,31 435,29 718,27 841,26 962,26 716,26 239,28 658,28 158,29 488,29 116,29 116,29 370,30 701,30 719,30 519,32 590,31 912,34 575,34 763,34 600,34 591
34,HERAULT,48 559,47 226,46 462,45 327,42 377,43 056,42 438,41 226,41 212,37 725,37 121,36 204,33 838,31 545,31 832,30 461,29 296,26 424,26 789,26 061,25 629,24 934,22 193,20 374,19 287,16 499,13 774,14 182,13 912,14 305,13 815,13 293,18 557,18 314,17 995,17 295,17 933,18 154,19 625,18 309,18 114,18 354,17 804,18 204,18 592,18 119,17 464,17 464,17 321,15 524,16 243,17 077,17 220,17 883,18 309,18 309,18 309,18 176,18 173
35,ILLE-ET-VILAINE,26 795,28 932,28 794,28 942,29 607,28 001,26 465,25 897,26 550,25 910,22 160,21 672,22 149,21 263,19 833,19 651,19 027,18 376,19 006,13 933,18 372,17 460,17 493,17 315,15 958,15 787,15 027,14 931,14 931,14 931,14 563,13 890,13 190,14 223,14 949,14 980,14 980,16 734,16 716,17 607,16 363,16 388,17 745,17 966,17 745,18 180,18 061,18 148,18 360,18 358,18 360,18 367,19 100,21 294,22 343,21 551,21 878,22 321,21 804
36,INDRE,9 518,9 518,9 486,9 436,8 161,8 141,7 771,7 681,7 594,7 109,7 109,5 972,5 975,6 123,6 771,6 142,6 012,6 387,6 366,6 366,4 177,4 177,4 442,4 163,3 618,3 083,2 716,2 716,2 716,2 865,3 074,2 984,3 234,3 102,2 436,2 607,2 607,2 607,2 769,2 986,3 272,3 272,3 272,3 272,3 272,3 272,3 272,3 272,3 004,3 004,3 004,3 004,3 004,3 004,3 004,3 234,3 234,3 234,3 234
37,INDRE-ET-LOIRE,16 176,16 830,16 506,16 336,15 551,14 878,14 878,14 182,13 137,13 734,13 504,13 745,13 546,13 462,13 392,13 432,12 545,12 268,12 424,12 109,11 290,11 079,11 089,10 121,9 027,8 035,8 002,8 002,8 002,7 628,9 600,8 506,11 678,9 833,9 933,9 804,9 804,9 798,8 550,8 331,9 397,9 397,9 897,10 189,10 431,10 610,10 610,10 610,10 610,10 887,10 887,11 053,12 857,13 006,13 006,13 016,13 016,13 016,13 023
38,ISERE,35 226,34 269,32 785,32 006,32 092,29 488,28 341,27 493,26 780,26 801,27 561,27 086,25 501,25 079,23 685,23 665,25 143,24 373,22 672,22 646,21 626,20 845,20 495,21 122,21 193,20 340,18 030,17 328,18 190,18 647,17 954,21 373,20 227,20 146,20 778,23 530,24 487,24 487,23 221,22 087,22 459,22 753,24 088,23 486,23 683,23 511,23 591,23 259,23 000,23 241,23 140,23 291,22 977,23 072,22 938,22 718,22 675,23 282,22 800
39,JURA,9 764,9 266,9 476,9 200,8 603,8 315,8 315,8 382,7 961,7 961,7 319,7 255,7 393,6 844,6 066,7 134,7 134,7 224,7 302,7 352,7 850,7 843,7 192,6 337,6 337,5 842,4 861,4 950,5 310,5 245,5 310,5 310,5 108,5 104,5 104,5 001,5 001,5 001,5 001,4 676,4 676,4 676,4 676,4 676,4 888,4 626,4 770,4 770,5 049,5 030,5 049,5 030,5 030,4 832,4 832,4 682,4 715,4 565,4 565
40,LANDES,19 722,19 852,19 094,18 182,17 506,17 506,18 673,18 950,17 550,15 664,15 264,15 749,15 238,14 345,14 444,14 644,13 232,13 858,13 703,14 083,13 773,13 758,13 477,12 246,11 398,11 129,10 284,9 585,9 585,9 355,9 537,8 285,8 284,9 683,9 889,12 451,12 670,12 955,11 839,11 409,10 929,10 929,10 929,10 929,10 929,10 579,10 579,10 343,10 841,10 757,12 167,12 320,12 214,11 983,11 849,11 381,11 249,11 299,11 299
41,LOIR-ET-CHER,7 381,6 861,6 424,6 104,6 132,5 902,5 784,5 514,5 109,4 833,4 812,5 550,5 286,4 908,4 966,4 745,4 296,4 379,4 785,4 906,4 978,5 134,4 954,5 134,4 624,4 095,4 195,4 195,4 195,4 125,3 872,3 872,3 825,3 815,5 726,5 736,5 165,4 689,4 724,4 634,4 634,4 634,4 634,4 704,4 704,4 704,4 704,4 704,4 704,4 704,4 941,4 941,4 941,4 941,4 937,5 129,5 129,5 129,5 129
42,LOIRE,38 877,36 342,33 518,33 961,31 936,29 679,27 483,27 459,26 708,25 964,23 715,22 838,19 593,19 679,18 494,16 815,16 404,16 541,16 404,16 843,16 496,15 364,13 999,12 218,11 249,11 002,11 256,11 526,11 590,11 506,10 825,10 594,11 029,11 293,11 849,11 929,12 283,12 283,11 120,10 940,11 746,13 810,12 219,12 219,12 219,12 219,12 219,12 569,12 569,13 074,13 934,13 960,14 910,14 580,14 926,14 926,14 656,15 020,14 878
43,HAUTE-LOIRE,6 441,6 033,6 103,6 103,5 885,5 594,5 544,4 878,4 918,4 688,4 688,4 688,4 363,4 082,3 882,3 971,3 971,3 720,4 007,4 319,4 086,3 558,3 052,3 052,2 872,2 910,2 760,2 760,2 760,2 760,2 250,2 250,2 250,2 250,2 250,2 250,2 250,2 236,2 134,2 098,2 200,2 200,2 200,3 210,2 807,2 936,2 936,2 936,2 936,3 023,3 023,3 023,3 023,3 023,3 201,3 087,3 087,3 201,3 201
44,LOIRE-ATLANTIQUE,52 909,53 350,51 594,48 573,46 628,41 778,39 233,36 159,36 594,35 892,34 740,34 275,33 209,32 823,31 956,29 988,28 855,28 620,26 963,27 061,26 013,24 540,23 482,20 846,20 086,20 013,19 152,19 379,19 122,20 462,25 643,25 593,25 471,24 702,26 812,26 893,26 188,27 019,25 680,24 288,24 462,26 709,26 618,27 405,26 062,26 062,25 948,26 398,26 398,27 017,27 060,26 996,26 908,27 529,27 874,28 065,28 065,28 235,28 264
45,LOIRET,14 075,13 693,13 703,13 279,12 549,12 508,12 368,12 788,12 652,13 102,13 315,12 596,13 352,12 031,12 031,9 091,7 745,8 989,8 997,9 115,9 115,7 695,8 027,8 027,7 577,7 469,6 118,6 118,5 893,6 356,5 661,5 538,5 317,5 838,6 027,6 110,6 110,8 018,6 958,6 787,6 787,6 392,9 293,8 489,8 489,8 489,8 489,8 876,8 876,8 919,8 876,7 986,8 209,8 368,8 376,9 021,9 021,9 378,9 009
46,LOT,6 106,5 865,5 655,5 655,5 639,5 639,5 194,5 194,5 180,5 438,5 133,5 375,5 541,5 132,5 492,5 612,5 492,5 776,5 434,5 312,5 312,5 029,4 325,4 208,4 208,3 926,3 861,3 861,3 461,3 005,2 921,2 921,2 921,3 103,3 369,3 453,3 147,3 063,2 898,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,2 830,3 440,3 450,3 090,3 450,3 450,3 530
47,LOT-ET-GARONNE,18 234,17 940,17 232,16 429,15 979,14 810,13 293,12 509,12 098,11 397,10 284,9 447,8 470,8 156,7 279,6 684,6 848,6 672,8 378,8 339,8 106,8 383,6 591,5 541,5 391,5 532,4 755,5 041,5 041,4 841,4 701,4 831,4 436,4 428,4 428,4 664,4 664,4 922,5 100,4 813,4 813,4 446,4 446,4 446,4 169,4 169,4 169,4 545,4 545,4 608,4 608,4 608,4 608,4 752,4 703,4 789,4 789,4 789,4 789
48,LOZERE,2 497,2 497,2 496,2 496,2 496,2 087,2 087,2 087,2 087,1 707,1 470,1 458,1 458,1 458,1 408,1 753,1 608,1 545,1 545,1 533,1 643,1 643,1 643,1 643,1 643,1 674,1 474,1 674,1 574,1 724,1 374,1 374,1 374,1 374,1 451,1 451,1 451,1 451,1 348,1 348,1 348,1 348,1 348,1 348,1 348,878,878,1 040,1 040,1 040,1 040,1 030,1 030,1 030,1 030,922,922,1 048,1 036
49,MAINE-ET-LOIRE,26 280,26 235,25 780,24 627,20 693,19 732,20 007,18 507,18 095,17 195,17 417,16 189,14 448,13 043,13 685,13 022,13 454,12 945,13 608,13 020,13 170,13 012,12 180,12 015,12 057,11 406,10 766,10 766,10 346,10 526,9 351,9 909,9 909,9 909,11 130,10 418,10 322,10 322,9 671,9 294,9 709,9 617,9 644,11 012,11 012,11 012,10 318,10 255,8 638,9 902,9 902,10 246,10 353,10 353,10 353,10 370,10 680,10 395,10 395
50,MANCHE,18 394,18 093,18 459,17 763,17 431,17 020,16 095,16 238,16 294,16 010,15 710,14 716,15 550,15 074,13 363,13 597,12 580,12 548,12 914,13 005,12 066,11 031,10 047,9 703,10 043,9 648,9 498,9 498,9 498,8 827,8 565,8 565,8 206,7 996,8 465,8 465,8 465,10 876,10 933,9 919,9 919,9 426,9 426,10 184,9 554,9 554,9 554,9 554,9 554,9 554,9 454,9 454,9 454,9 454,9 353,9 353,9 353,9 353,9 353
51,MARNE,22 051,21 539,20 089,20 339,19 208,19 011,17 416,17 661,16 463,15 551,14 786,13 742,12 870,12 645,12 645,11 913,12 133,12 243,10 782,10 602,9 667,9 348,9 262,9 030,8 782,8 854,8 130,6 083,5 938,5 938,5 828,5 828,6 147,6 147,8 242,8 719,8 719,8 719,10 280,10 022,9 867,9 867,9 088,9 088,9 088,8 339,8 339,8 238,8 238,8 238,8 238,8 624,7 138,8 824,8 110,8 038,8 038,8 038,7 922
52,HAUTE-MARNE,10 175,10 164,9 861,9 611,8 908,8 446,8 446,8 446,8 117,8 009,7 914,8 734,8 750,8 595,8 419,7 625,7 390,7 539,7 538,6 343,6 083,4 308,3 904,3 418,3 418,2 972,2 625,2 625,2 625,2 390,2 390,2 390,2 390,2 390,2 357,2 357,2 357,2 357,2 157,2 198,2 861,2 861,2 861,2 861,2 861,2 861,3 995,3 141,3 141,3 141,3 141,3 143,3 143,3 143,3 143,3 143,3 143,3 143,3 143
53,MAYENNE,11 437,11 286,11 117,10 908,9 873,9 353,9 306,9 068,9 159,8 714,8 459,7 505,7 005,6 095,6 309,6 573,6 143,5 997,5 976,5 920,5 920,5 717,5 716,5 336,4 986,4 986,5 136,5 136,5 136,4 866,4 716,4 716,4 419,4 419,4 419,4 399,6 243,4 674,4 674,4 333,4 333,4 333,4 333,4 433,4 433,4 433,4 630,4 630,4 630,4 630,4 630,4 555,4 617,4 617,4 617,4 543,4 543,4 663,4 663
54,MEURTHE-ET-MOSELLE,46 181,45 298,42 959,41 079,38 716,33 195,30 199,27 741,25 995,26 241,24 319,23 175,20 412,19 575,19 039,17 938,18 642,18 777,18 511,18 636,17 465,15 926,14 538,13 530,13 669,13 512,11 381,9 794,9 960,9 960,9 360,11 354,11 460,11 428,10 559,11 587,11 612,11 220,11 165,13 226,12 725,12 725,12 937,12 725,12 937,12 725,12 725,12 848,12 848,12 836,12 836,12 635,12 184,12 735,12 735,12 547,12 909,13 058,12 931
55,MEUSE,9 706,9 108,8 390,7 580,6 490,6 490,6 163,5 699,5 569,5 569,5 338,3 649,3 217,3 218,3 218,3 070,2 650,2 650,2 692,2 979,2 609,2 613,2 686,2 561,2 561,2 244,2 151,1 882,1 882,2 151,2 086,1 967,1 967,1 967,1 778,1 778,1 778,1 778,1 778,1 447,1 447,1 447,1 447,1 447,1 447,1 447,1 447,1 447,1 447,2 295,2 374,2 299,2 301,2 301,2 301,2 447,2 447,2 447,2 427
56,MORBIHAN,19 588,19 885,18 630,18 446,18 648,17 539,17 818,17 818,17 278,17 445,16 873,16 873,16 472,16 750,16 476,15 202,15 879,15 791,15 329,14 376,14 260,13 308,11 686,11 557,10 468,10 746,10 907,11 027,11 505,11 170,11 104,11 104,11 147,15 136,13 877,13 544,12 148,12 388,12 222,13 657,14 451,14 112,14 123,14 322,14 322,14 322,13 513,13 513,13 513,14 411,14 152,14 305,14 305,14 305,14 126,14 136,14 553,14 293,14 293
57,MOSELLE,50 789,47 581,45 881,41 469,36 699,33 436,30 046,27 215,25 958,24 159,24 246,23 192,23 054,22 447,20 886,21 725,18 886,21 095,21 984,20 790,17 169,15 630,14 450,15 684,14 086,13 646,13 012,12 686,12 373,16 841,16 541,16 541,16 480,18 842,19 267,17 566,17 566,20 045,18 843,19 810,18 936,18 748,18 748,18 579,18 579,18 579,18 579,18 982,19 068,18 935,18 775,18 611,18 611,17 423,17 423,18 363,19 369,19 369,19 369
58,NIEVRE,8 960,8 956,8 547,7 181,6 901,6 903,7 985,7 280,6 588,6 088,6 088,5 887,4 466,4 466,4 130,4 256,4 600,4 869,5 175,6 110,5 659,5 686,5 040,5 040,3 624,2 852,3 026,3 026,3 026,3 237,2 946,2 946,3 056,3 056,3 911,3 911,3 911,3 911,3 010,3 857,3 002,3 002,3 002,3 002,3 002,3 002,3 648,3 648,3 648,3 567,3 582,3 567,3 631,3 631,3 631,3 631,3 631,3 631,3 631
59,NORD,150 101,134 970,122 068,112 935,103 589,98 339,94 432,89 975,85 905,84 798,82 003,71 082,64 526,57 954,54 149,46 496,43 030,39 834,39 432,39 958,36 780,38 201,33 283,33 098,29 771,27 892,29 226,28 765,29 472,28 797,40 014,39 606,36 880,37 986,37 558,36 038,34 505,33 972,35 208,33 582,34 691,34 391,33 758,36 285,35 460,36 098,36 098,37 105,37 988,37 988,37 988,37 988,37 490,37 512,37 506,38 564,38 962,39 175,38 422
60,OISE,21 767,21 011,19 001,17 925,16 435,15 540,15 026,14 846,14 155,14 342,13 182,12 574,10 884,10 979,9 684,9 583,8 445,8 719,8 723,8 723,9 255,9 490,8 748,8 603,8 320,7 838,7 858,8 607,8 607,8 726,8 392,8 392,8 235,8 329,8 248,13 033,15 055,14 453,12 641,12 377,12 053,12 053,12 053,12 053,12 053,12 053,10 730,11 278,11 781,13 057,13 095,13 502,12 992,13 507,13 505,13 505,13 505,13 505,13 347
61,ORNE,13 967,13 410,13 053,11 636,11 160,10 806,10 786,10 269,9 710,10 091,10 023,9 992,9 886,10 141,8 968,7 826,8 044,8 446,7 148,6 637,6 429,6 104,5 565,5 487,4 971,4 685,4 141,4 141,4 275,4 275,3 685,4 336,4 336,4 652,4 652,4 506,4 506,4 478,4 478,4 344,4 344,4 344,4 344,4 344,4 344,4 344,4 344,4 344,4 344,4 344,4 344,4 809,4 809,4 809,4 974,4 694,4 974,5 007,5 007
62,PAS-DE-CALAIS,98 012,88 961,80 302,75 310,72 816,66 011,62 073,59 220,57 777,54 214,50 791,45 373,39 556,34 880,31 933,30 625,28 074,28 571,30 068,27 004,25 410,23 630,21 340,19 160,15 829,15 358,15 324,14 616,14 616,16 601,16 807,15 924,17 950,22 435,25 033,22 852,21 842,21 392,20 997,19 600,19 600,19 280,19 484,18 949,18 335,18 335,18 335,18 335,18 486,19 314,19 088,19 088,19 153,18 551,19 874,19 122,19 484,19 266,19 442
63,PUY-DE-DOME,17 329,16 221,16 208,15 196,14 554,14 409,14 118,14 245,14 278,14 167,14 572,14 432,14 796,14 331,15 276,15 092,15 128,14 594,14 487,13 663,13 665,11 415,10 683,10 246,8 482,8 488,7 350,6 465,6 465,6 870,6 408,6 408,6 354,6 343,8 346,8 200,8 200,8 200,8 196,7 633,7 919,8 009,7 341,7 341,7 341,7 341,7 341,8 719,8 719,8 657,8 719,10 856,11 204,11 204,11 203,10 617,10 617,10 617,10 558
64,PYRENEES-ATLANTIQUES,22 371,22 073,20 530,20 495,20 202,19 847,19 082,18 737,18 036,17 750,17 851,17 746,17 246,16 969,16 979,17 632,19 686,19 339,19 193,16 758,15 210,14 143,13 298,12 216,11 979,12 206,11 076,10 290,10 187,10 170,12 204,12 362,11 901,11 906,11 922,11 816,10 183,10 349,10 419,11 308,11 182,11 282,11 233,11 917,11 839,11 585,11 164,11 305,11 466,13 349,13 481,13 487,13 287,13 687,13 539,13 459,13 618,13 602,13 862
